Table;Caption;Centri imputazione;Centri imputazione;Imputation Centres;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Ditta];Centro imputazione - Ditta;Imputation Center - Company;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Codice];Centro imputazione - Codice;Imputation Center - Code;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Descrizione];Centro imputazione - Descrizione;Imputation Center - Description;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Data inizio validità];Centro imputazione - Data inizio validità;Imputation Center - Effective Start Date;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Data fine validità];Centro imputazione - Data fine validità;Imputation Center - Effective Date;;;;;;;;;
Column;Caption;Centri imputazione[Centro imputazione - Valido in data estrazione];Centro imputazione - Valido in data estrazione;Imputation Center - Valid On Draw Date;;;;;;;;;
Table;Caption;Marche;Marche;Marches;;;;;;;;;
Column;Caption;Marche[Marca - Gruppo];Marca - Gruppo;Brand - Group;;;;;;;;;
Column;Caption;Marche[Marca - Codice];Marca - Codice;Brand - Code;;;;;;;;;
Column;Caption;Marche[Marca - Descrizione];Marca - Descrizione;Brand - Description;;;;;;;;;
Column;Caption;Marche[Marca - Data inizio validità];Marca - Data inizio validità;Brand - Effective Date;;;;;;;;;
Column;Caption;Marche[Marca - Data fine validità];Marca - Data fine validità;Brand - End Date;;;;;;;;;
Column;Caption;Marche[Marca - Valida in data estrazione];Marca - Valida in data estrazione;Brand - Valid On Draw Date;;;;;;;;;
Table;Caption;Zone;Zone;Areas;;;;;;;;;
Column;Caption;Zone[Zona - Ditta];Zona - Ditta;Zone - Company;;;;;;;;;
Column;Caption;Zone[Zona - Codice];Zona - Codice;Zone - Code;;;;;;;;;
Column;Caption;Zone[Zona - Descrizione];Zona - Descrizione;Zone - Description;;;;;;;;;
Column;Caption;Zone[Zona - Data inizio validità];Zona - Data inizio validità;Zone - Validity Start Date;;;;;;;;;
Column;Caption;Zone[Zona - Data fine validità];Zona - Data fine validità;Zone - End Date;;;;;;;;;
Column;Caption;Zone[Zona - Valida in data estrazione];Zona - Valida in data estrazione;Zone - Valid On Draw Date;;;;;;;;;
Column;Caption;Zone[Area commerciale];Area commerciale;Commercial Area;;;;;;;;;
Column;Caption;Zone[Area commerciale - Valida in data estrazione];Area commerciale - Valida in data estrazione;Commercial Area - Valid On Draw Date;;;;;;;;;
Column;Caption;Zone[Area commerciale - Codice];Area commerciale - Codice;Commercial Area - Code;;;;;;;;;
Column;Caption;Zone[Area commerciale - Descrizione];Area commerciale - Descrizione;Commercial Area - Description;;;;;;;;;
Column;Caption;Zone[Area commerciale - Data fine validità];Area commerciale - Data fine validità;Commercial Area - End Date Of Validity;;;;;;;;;
Column;Caption;Zone[Area commerciale - Data inizio validità];Area commerciale - Data inizio validità;Commercial Area - Effective Date;;;;;;;;;
Table;Caption;Macrofamiglie;Macrofamiglie;Macro-Families;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Ditta];Macrofamiglia - Ditta;Macrofamily - Company;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Codice];Macrofamiglia - Codice;Macrofamily - Code;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Descrizione];Macrofamiglia - Descrizione;Macrofamily - Description;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Data inizio validità];Macrofamiglia - Data inizio validità;Macrofamily - Effective Start Date;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Data fine validità];Macrofamiglia - Data fine validità;Macrofamily - Effective Date;;;;;;;;;
Column;Caption;Macrofamiglie[Macrofamiglia - Valida in data estrazione];Macrofamiglia - Valida in data estrazione;Macrofamily - Valid On Draw Date;;;;;;;;;
Table;Caption;Tipologie commerciali;Tipologie commerciali;Types Of Business;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Ditta];Tipologia commerciale - Ditta;Commercial Type - Company;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Codice];Tipologia commerciale - Codice;Commercial Type - Code;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Descrizione];Tipologia commerciale - Descrizione;Commercial Type - Description;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Data inizio validità];Tipologia commerciale - Data inizio validità;Commercial Type - Effective Date;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Data fine validità];Tipologia commerciale - Data fine validità;Commercial Type - End Date;;;;;;;;;
Column;Caption;Tipologie commerciali[Tipologia commerciale - Valida in data estrazione];Tipologia commerciale - Valida in data estrazione;Trade Type - Valid On Draw Date;;;;;;;;;
Table;Caption;Ordinato;Ordinato;Tidy;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato];Costo medio - Ordinato;Average Cost - Ordered;;;;;;;;;
Table;DisplayFolder;Ordinato[Corrente];;Current;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato];Costo medio progressivo - Ordinato;Progressive Average Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato];Costo movimento - Ordinato;Movement Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato];Costo standard - Ordinato;Standard Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo unitario medio - Ordinato];Costo unitario medio - Ordinato;Average Unit Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo unitario medio progressivo - Ordinato];Costo unitario medio progressivo - Ordinato;Progressive Average Unit Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo unitario movimento - Ordinato];Costo unitario movimento - Ordinato;Movement Unit Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Costo unitario standard - Ordinato];Costo unitario standard - Ordinato;Standard Unit Cost - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato];Importo (no omaggi) - Ordinato;Amount (No Freebies) - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo - Ordinato];Importo - Ordinato;Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo lordo - Ordinato];Importo lordo - Ordinato;Gross Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo sconti di riga - Ordinato];Importo sconti di riga - Ordinato;Line Discount Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo sconti incondizionati - Ordinato];Importo sconti incondizionati - Ordinato;Unconditional Discount Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo sconti pagamento - Ordinato];Importo sconti pagamento - Ordinato;Payment Discount Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo spese piede - Ordinato];Importo spese piede - Ordinato;Foot Expense Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Importo unitario - Ordinato];Importo unitario - Ordinato;Unit Amount - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato];Margine costo medio - Ordinato;Average Cost Margin - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato];Margine costo medio progressivo - Ordinato;Progressive Average Cost Margin - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato];Margine costo movimento - Ordinato;Movement Cost Margin - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato];Margine costo standard - Ordinato;Standard Cost Margin - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato];Provvigione - Ordinato;Commission - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Provvigione unitaria - Ordinato];Provvigione unitaria - Ordinato;Unit Commission - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato];Quantità - Ordinato;Quantity - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Sconti di riga % - Ordinato];Sconti di riga % - Ordinato;Line Discounts % - Ordered;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato - PM];Quantità - Ordinato - PM;Quantity - Ordered - PM;;;;;;;;;
Table;DisplayFolder;Ordinato[Mese precedente (PM)];;Previous Month (PM);;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato - PM];Importo (no omaggi) - Ordinato - PM;Amount (No Freebies) - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato - PM];Costo medio - Ordinato - PM;Average Cost - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato - PM];Costo medio progressivo - Ordinato - PM;Progressive Average Cost - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato - PM];Costo movimento - Ordinato - PM;Transaction Cost - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato - PM];Costo standard - Ordinato - PM;Standard Cost - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato - PM];Margine costo movimento - Ordinato - PM;Movement Cost Margin - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato - PM];Margine costo medio progressivo - Ordinato - PM;Progressive Average Cost Margin - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato - PM];Margine costo medio - Ordinato - PM;Average Cost Margin - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato - PM];Margine costo standard - Ordinato - PM;Standard Cost Margin - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato - PM];Provvigione - Ordinato - PM;Commission - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Provvigione unitaria - Ordinato - PM];Provvigione unitaria - Ordinato - PM;Unit Commission - Ordered - PM;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato - PY];Quantità - Ordinato - PY;Quantity - Ordered - PY;;;;;;;;;
Table;DisplayFolder;Ordinato[Anno precedente (PY)];;Previous Year (PY);;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato - PY];Importo (no omaggi) - Ordinato - PY;Amount (No Freebies) - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato - PY];Costo medio - Ordinato - PY;Average Cost - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato - PY];Costo medio progressivo - Ordinato - PY;Progressive Average Cost - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato - PY];Costo movimento - Ordinato - PY;Movement Cost - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato - PY];Costo standard - Ordinato - PY;Standard Cost - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato - PY];Margine costo movimento - Ordinato - PY;Movement Cost Margin - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato - PY];Margine costo medio progressivo - Ordinato - PY;Progressive Average Cost Margin - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato - PY];Margine costo medio - Ordinato - PY;Average Cost Margin - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato - PY];Margine costo standard - Ordinato - PY;Standard Cost Margin - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato - PY];Provvigione - Ordinato - PY;Commission - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Provvigione unitaria - Ordinato - PY];Provvigione unitaria - Ordinato - PY;Unit Commission - Ordered - PY;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato - YTD];Quantità - Ordinato - YTD;Quantity - Ordered - YTD;;;;;;;;;
Table;DisplayFolder;Ordinato[Progressivo anno (YTD)];;Progressive Year (YTD);;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato - YTD];Importo (no omaggi) - Ordinato - YTD;Amount (No Freebies) - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato - YTD];Costo medio - Ordinato - YTD;Average Cost - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato - YTD];Costo medio progressivo - Ordinato - YTD;Progressive Average Cost - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato - YTD];Costo movimento - Ordinato - YTD;Movement Cost - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato - YTD];Costo standard - Ordinato - YTD;Standard Cost - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato - YTD];Margine costo movimento - Ordinato - YTD;Movement Cost Margin - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato - YTD];Margine costo medio progressivo - Ordinato - YTD;Progressive Average Cost Margin - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato - YTD];Margine costo medio - Ordinato - YTD;Average Cost Margin - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato - YTD];Margine costo standard - Ordinato - YTD;Standard Cost Margin - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato - YTD];Provvigione - Ordinato - YTD;Commission - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Provvigione unitaria - Ordinato - YTD];Provvigione unitaria - Ordinato - YTD;Unit Commission - Ordered - YTD;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato - PYTD];Quantità - Ordinato - PYTD;Quantity - Ordered - PYTD;;;;;;;;;
Table;DisplayFolder;Ordinato[Progressivo anno precedente (PYTD)];;Previous Year Progressive (PYTD);;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato - PYTD];Importo (no omaggi) - Ordinato - PYTD;Amount (No Freebies) - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato - PYTD];Costo medio - Ordinato - PYTD;Average Cost - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato - PYTD];Costo medio progressivo - Ordinato - PYTD;Progressive Average Cost - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato - PYTD];Costo movimento - Ordinato - PYTD;Movement Cost - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato - PYTD];Costo standard - Ordinato - PYTD;Standard Cost - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato - PYTD];Margine costo movimento - Ordinato - PYTD;Movement Cost Margin - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato - PYTD];Margine costo medio progressivo - Ordinato - PYTD;Progressive Average Cost Margin - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato - PYTD];Margine costo medio - Ordinato - PYTD;Average Cost Margin - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato - PYTD];Margine costo standard - Ordinato - PYTD;Standard Cost Margin - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato - PYTD];Provvigione - Ordinato - PYTD;Commission - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Provvigione unitaria - Ordinato - PYTD];Provvigione unitaria - Ordinato - PYTD;Unit Commission - Ordered - PYTD;;;;;;;;;
Measure;Caption;Ordinato[Quantità - Ordinato - YOY];Quantità - Ordinato - YOY;Quantity - Ordered - YOY;;;;;;;;;
Table;DisplayFolder;Ordinato[Variazioni da anno precedente (YOY)];;Change From Previous Year (YOY);;;;;;;;;
Measure;Caption;Ordinato[Importo (no omaggi) - Ordinato - YOY];Importo (no omaggi) - Ordinato - YOY;Amount (No Freebies) - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Costo medio - Ordinato - YOY];Costo medio - Ordinato - YOY;Average Cost - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Costo medio progressivo - Ordinato - YOY];Costo medio progressivo - Ordinato - YOY;Progressive Average Cost - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Costo movimento - Ordinato - YOY];Costo movimento - Ordinato - YOY;Movement Cost - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Costo standard - Ordinato - YOY];Costo standard - Ordinato - YOY;Standard Cost - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo movimento - Ordinato - YOY];Margine costo movimento - Ordinato - YOY;Movement Cost Margin - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio progressivo - Ordinato - YOY];Margine costo medio progressivo - Ordinato - YOY;Progressive Average Cost Margin - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo medio - Ordinato - YOY];Margine costo medio - Ordinato - YOY;Average Cost Margin - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Margine costo standard - Ordinato - YOY];Margine costo standard - Ordinato - YOY;Standard Cost Margin - Ordered - YOY;;;;;;;;;
Measure;Caption;Ordinato[Provvigione - Ordinato - YOY];Provvigione - Ordinato - YOY;Commission - Ordered - YOY;;;;;;;;;
